,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,taxid,seqids
20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,7.0,6.0,14.0,5.0,9.0,4.0,6.0,6.0,3.0,5.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,411903,NZ_CP048435.1
21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,2.0,3.0,9.0,13.0,11.0,22.0,43.0,46.0,54.0,95.0,104.0,129.0,159.0,182.0,216.0,302.0,364.0,420.0,543.0,574.0,733.0,763.0,893.0,1103.0,1265.0,1471.0,1625.0,1916.0,2284.0,2607.0,2780.0,3124.0,3471.0,3754.0,4040.0,4322.0,4502.0,4811.0,4698.0,4685.0,4316.0,3882.0,3410.0,2769.0,2229.0,1564.0,1250.0,828.0,546.0,316.0,196.0,121.0,71.0,37.0,8.0,3.0,6.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,292800,NZ_CP048436.1
22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,9.0,17.0,33.0,57.0,77.0,122.0,156.0,228.0,278.0,309.0,428.0,404.0,505.0,589.0,678.0,740.0,979.0,1159.0,1295.0,1489.0,1702.0,1884.0,2065.0,2191.0,2532.0,2721.0,2997.0,3190.0,3480.0,3782.0,3983.0,3866.0,3724.0,3365.0,2840.0,2308.0,1845.0,1393.0,983.0,643.0,426.0,258.0,162.0,81.0,39.0,26.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,411483,NZ_CP048437.1
23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,4.0,5.0,4.0,8.0,6.0,20.0,30.0,38.0,53.0,51.0,65.0,77.0,81.0,83.0,90.0,100.0,108.0,103.0,140.0,143.0,208.0,241.0,299.0,349.0,409.0,462.0,563.0,704.0,839.0,1047.0,1383.0,1766.0,2250.0,2695.0,3216.0,3663.0,4273.0,4694.0,4743.0,4739.0,4278.0,3681.0,3062.0,2300.0,1722.0,1131.0,735.0,393.0,245.0,118.0,56.0,46.0,21.0,7.0,4.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,239935,NZ_CP048438.1
24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,5.0,4.0,18.0,23.0,36.0,66.0,91.0,163.0,213.0,293.0,340.0,403.0,488.0,478.0,642.0,760.0,902.0,1041.0,1304.0,1587.0,1825.0,2304.0,2637.0,3232.0,3996.0,4637.0,5671.0,6704.0,7449.0,8034.0,8060.0,7637.0,6545.0,5246.0,3816.0,2582.0,1653.0,935.0,547.0,305.0,176.0,102.0,66.0,39.0,24.0,18.0,9.0,2.0,6.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,562,NZ_CP048439.1
25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,2.0,4.0,1.0,13.0,19.0,24.0,28.0,26.0,28.0,35.0,28.0,38.0,37.0,31.0,53.0,40.0,28.0,50.0,47.0,50.0,53.0,67.0,79.0,83.0,77.0,79.0,79.0,61.0,79.0,92.0,91.0,101.0,82.0,72.0,54.0,72.0,56.0,29.0,32.0,19.0,13.0,9.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,562,NZ_CP048440.1
26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,4.0,8.0,21.0,42.0,70.0,129.0,216.0,268.0,405.0,510.0,664.0,802.0,1086.0,1258.0,1577.0,1930.0,2391.0,2947.0,3561.0,4236.0,5002.0,6062.0,7012.0,7946.0,8851.0,9574.0,9790.0,9750.0,9055.0,7989.0,6566.0,5030.0,3522.0,2290.0,1509.0,856.0,468.0,238.0,145.0,76.0,35.0,18.0,12.0,4.0,5.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1121114,NZ_CP048626.1
27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,6.0,4.0,11.0,35.0,54.0,124.0,187.0,303.0,554.0,755.0,1098.0,1540.0,1896.0,2388.0,2858.0,3198.0,3599.0,3862.0,4018.0,4116.0,3887.0,3576.0,3005.0,2553.0,2033.0,1476.0,1044.0,653.0,429.0,283.0,186.0,94.0,50.0,42.0,30.0,42.0,72.0,86.0,80.0,62.0,43.0,34.0,37.0,23.0,6.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,437897,NZ_CP048627.1
28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,2.0,8.0,15.0,13.0,19.0,30.0,25.0,35.0,47.0,48.0,54.0,54.0,42.0,75.0,87.0,48.0,55.0,47.0,51.0,31.0,29.0,24.0,25.0,17.0,5.0,10.0,4.0,1.0,1.0,2.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,437897,NZ_CP048628.1
29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,7.0,17.0,39.0,81.0,114.0,176.0,262.0,381.0,517.0,613.0,771.0,908.0,1070.0,1236.0,1422.0,1798.0,1954.0,2348.0,2682.0,3228.0,3676.0,4060.0,4454.0,5070.0,5564.0,6372.0,6986.0,7750.0,8045.0,7784.0,7517.0,6898.0,6038.0,4534.0,3374.0,2398.0,1504.0,921.0,495.0,269.0,131.0,65.0,32.0,20.0,16.0,14.0,5.0,5.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1531,NZ_BJLB01000001.1
